pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
1A5R	P63165	SOLUTION NMR		1998-10-14	0	RCSB_DATA_API	2026-04-11
1TGZ	P63165	X-RAY DIFFRACTION	2.8	2004-09-14	1	RCSB_DATA_API	2026-04-11
1WYW	P63165	X-RAY DIFFRACTION	2.1	2005-06-21	3	RCSB_DATA_API	2026-04-11
1Y8R	P63165	X-RAY DIFFRACTION	2.75	2005-01-25	3	RCSB_DATA_API	2026-04-11
1Z5S	P63165	X-RAY DIFFRACTION	3.01	2005-06-07	0	RCSB_DATA_API	2026-04-11
2ASQ	P63165	SOLUTION NMR		2005-10-11	0	RCSB_DATA_API	2026-04-11
2BF8	P63165	X-RAY DIFFRACTION	2.3	2005-02-16	0	RCSB_DATA_API	2026-04-11
2G4D	P63165	X-RAY DIFFRACTION	2.8	2006-10-17	0	RCSB_DATA_API	2026-04-11
2IO2	P63165	X-RAY DIFFRACTION	2.9	2006-11-21	0	RCSB_DATA_API	2026-04-11
2IY0	P63165	X-RAY DIFFRACTION	2.77	2006-08-07	0	RCSB_DATA_API	2026-04-11
2IY1	P63165	X-RAY DIFFRACTION	2.46	2006-08-15	0	RCSB_DATA_API	2026-04-11
2KQS	P63165	SOLUTION NMR		2010-12-01	0	RCSB_DATA_API	2026-04-11
2LAS	P63165	SOLUTION NMR		2011-12-14	0	RCSB_DATA_API	2026-04-11
2MW5	P63165	SOLUTION NMR		2014-12-03	0	RCSB_DATA_API	2026-04-11
2N1A	P63165	SOLUTION NMR		2016-05-04	1	RCSB_DATA_API	2026-04-11
2N1V	P63165	SOLUTION NMR		2016-04-20	0	RCSB_DATA_API	2026-04-11
2PE6	P63165	X-RAY DIFFRACTION	2.4	2007-04-17	0	RCSB_DATA_API	2026-04-11
2UYZ	P63165	X-RAY DIFFRACTION	1.4	2007-06-12	1	RCSB_DATA_API	2026-04-11
2VRR	P63165	X-RAY DIFFRACTION	2.22	2008-08-19	2	RCSB_DATA_API	2026-04-11
3KYC	P63165	X-RAY DIFFRACTION	2.45	2010-02-16	2	RCSB_DATA_API	2026-04-11
3KYD	P63165	X-RAY DIFFRACTION	2.61	2010-02-16	3	RCSB_DATA_API	2026-04-11
3RZW	P63165	X-RAY DIFFRACTION	2.15	2011-12-28	1	RCSB_DATA_API	2026-04-11
3UIP	P63165	X-RAY DIFFRACTION	2.293	2011-12-28	0	RCSB_DATA_API	2026-04-11
4WJN	P63165	X-RAY DIFFRACTION	1.5	2014-12-31	0	RCSB_DATA_API	2026-04-11
4WJO	P63165	X-RAY DIFFRACTION	1.46	2014-12-31	0	RCSB_DATA_API	2026-04-11
4WJP	P63165	X-RAY DIFFRACTION	1.7	2014-12-31	0	RCSB_DATA_API	2026-04-11
4WJQ	P63165	X-RAY DIFFRACTION	1.35	2014-12-31	0	RCSB_DATA_API	2026-04-11
5AEK	P63165	X-RAY DIFFRACTION	3	2016-01-20	0	RCSB_DATA_API	2026-04-11
5B7A	P63165	SOLUTION NMR		2017-06-07	0	RCSB_DATA_API	2026-04-11
5ELJ	P63165	X-RAY DIFFRACTION	1.983	2016-11-16	0	RCSB_DATA_API	2026-04-11
5GHD	P63165	SOLUTION NMR		2017-06-07	0	RCSB_DATA_API	2026-04-11
6EOP	P63165	X-RAY DIFFRACTION	2.4	2018-02-07	3	RCSB_DATA_API	2026-04-11
6EOT	P63165	X-RAY DIFFRACTION	3.5	2018-02-07	0	RCSB_DATA_API	2026-04-11
6J4I	P63165	SOLUTION NMR		2019-03-13	0	RCSB_DATA_API	2026-04-11
6JXU	P63165	SOLUTION NMR		2020-02-05	0	RCSB_DATA_API	2026-04-11
6JXV	P63165	SOLUTION NMR		2020-02-05	0	RCSB_DATA_API	2026-04-11
6K5T	P63165	SOLUTION NMR		2019-08-07	0	RCSB_DATA_API	2026-04-11
6TRW	P63165	X-RAY DIFFRACTION	3	2021-01-13	1	RCSB_DATA_API	2026-04-11
6UYO	P63165	X-RAY DIFFRACTION	1.639	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYP	P63165	X-RAY DIFFRACTION	1.418	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYQ	P63165	X-RAY DIFFRACTION	1.501	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYR	P63165	X-RAY DIFFRACTION	1.3	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYS	P63165	X-RAY DIFFRACTION	1.59	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYT	P63165	X-RAY DIFFRACTION	1.662	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYU	P63165	X-RAY DIFFRACTION	1.66	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYV	P63165	X-RAY DIFFRACTION	1.401	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYX	P63165	X-RAY DIFFRACTION	1.7	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYY	P63165	X-RAY DIFFRACTION	1.599	2019-11-27	0	RCSB_DATA_API	2026-04-11
6UYZ	P63165	X-RAY DIFFRACTION	1.4	2019-11-27	0	RCSB_DATA_API	2026-04-11
6V7P	P63165	X-RAY DIFFRACTION	1.395	2020-04-08	0	RCSB_DATA_API	2026-04-11
6V7Q	P63165	X-RAY DIFFRACTION	1.35	2020-04-01	0	RCSB_DATA_API	2026-04-11
6V7R	P63165	X-RAY DIFFRACTION	1.549	2020-04-01	0	RCSB_DATA_API	2026-04-11
6V7S	P63165	X-RAY DIFFRACTION	1.47	2020-04-01	0	RCSB_DATA_API	2026-04-11
6WW3	P63165	X-RAY DIFFRACTION	2.096	2020-08-05	3	RCSB_DATA_API	2026-04-11
6XOG	P63165	X-RAY DIFFRACTION	1.98	2021-03-10	3	RCSB_DATA_API	2026-04-11
6XOH	P63165	X-RAY DIFFRACTION	2.226	2021-03-24	3	RCSB_DATA_API	2026-04-11
6XOI	P63165	X-RAY DIFFRACTION	2	2021-03-24	3	RCSB_DATA_API	2026-04-11
8DJH	P63165	X-RAY DIFFRACTION	1.77	2022-08-10	1	RCSB_DATA_API	2026-04-11
8DJI	P63165	X-RAY DIFFRACTION	1.97	2022-08-10	1	RCSB_DATA_API	2026-04-11
8ODR	P63165	X-RAY DIFFRACTION	2.85	2023-06-07	1	RCSB_DATA_API	2026-04-11
9B62	P63165	ELECTRON MICROSCOPY	2.9	2024-10-16	2	RCSB_DATA_API	2026-04-11
1CMI	P63167	X-RAY DIFFRACTION	2.5	2000-02-21	0	RCSB_DATA_API	2026-04-11
3ZKE	P63167	X-RAY DIFFRACTION	2.2	2013-03-20	0	RCSB_DATA_API	2026-04-11
3ZKF	P63167	X-RAY DIFFRACTION	2.6	2013-03-20	0	RCSB_DATA_API	2026-04-11
6GZJ	P63167	X-RAY DIFFRACTION	1.977	2018-10-10	1	RCSB_DATA_API	2026-04-11
6GZL	P63167	X-RAY DIFFRACTION	1.953	2018-10-10	1	RCSB_DATA_API	2026-04-11
6RLB	P63167	ELECTRON MICROSCOPY	4.5	2019-08-28	0	RCSB_DATA_API	2026-04-11
6SC2	P63167	ELECTRON MICROSCOPY	3.9	2019-09-04	3	RCSB_DATA_API	2026-04-11
7D35	P63167	X-RAY DIFFRACTION	2.401	2021-04-14	0	RCSB_DATA_API	2026-04-11
8PR0	P63167	ELECTRON MICROSCOPY	9.4	2024-03-27	0	RCSB_DATA_API	2026-04-11
8PR1	P63167	ELECTRON MICROSCOPY	8.2	2024-03-27	0	RCSB_DATA_API	2026-04-11
8PTK	P63167	ELECTRON MICROSCOPY	10	2024-03-27	5	RCSB_DATA_API	2026-04-11
8RGG	P63167	ELECTRON MICROSCOPY	4	2024-03-20	0	RCSB_DATA_API	2026-04-11
5JPW	P63172	SOLUTION NMR		2016-08-17	0	RCSB_DATA_API	2026-04-11
8J07	P63172	ELECTRON MICROSCOPY	4.1	2023-07-26	3	RCSB_DATA_API	2026-04-11
8PR0	P63172	ELECTRON MICROSCOPY	9.4	2024-03-27	0	RCSB_DATA_API	2026-04-11
8PR1	P63172	ELECTRON MICROSCOPY	8.2	2024-03-27	0	RCSB_DATA_API	2026-04-11
8PTK	P63172	ELECTRON MICROSCOPY	10	2024-03-27	5	RCSB_DATA_API	2026-04-11
8RGI	P63172	X-RAY DIFFRACTION	2.02	2024-03-20	0	RCSB_DATA_API	2026-04-11
4UG0	P63173	ELECTRON MICROSCOPY	3.6	2015-06-10	2	RCSB_DATA_API	2026-04-11
4V6X	P63173	ELECTRON MICROSCOPY	5	2014-07-09	0	RCSB_DATA_API	2026-04-11
5AJ0	P63173	ELECTRON MICROSCOPY	3.5	2015-05-20	2	RCSB_DATA_API	2026-04-11
5LKS	P63173	ELECTRON MICROSCOPY	3.6	2017-04-26	3	RCSB_DATA_API	2026-04-11
5T2C	P63173	ELECTRON MICROSCOPY	3.6	2017-01-25	0	RCSB_DATA_API	2026-04-11
6IP5	P63173	ELECTRON MICROSCOPY	3.9	2019-05-29	0	RCSB_DATA_API	2026-04-11
6IP6	P63173	ELECTRON MICROSCOPY	4.5	2019-05-29	0	RCSB_DATA_API	2026-04-11
6IP8	P63173	ELECTRON MICROSCOPY	3.9	2019-05-29	0	RCSB_DATA_API	2026-04-11
6LQM	P63173	ELECTRON MICROSCOPY	3.09	2020-08-26	1	RCSB_DATA_API	2026-04-11
6LSR	P63173	ELECTRON MICROSCOPY	3.13	2020-08-26	1	RCSB_DATA_API	2026-04-11
6LSS	P63173	ELECTRON MICROSCOPY	3.23	2020-08-26	1	RCSB_DATA_API	2026-04-11
6LU8	P63173	ELECTRON MICROSCOPY	3.13	2020-08-26	1	RCSB_DATA_API	2026-04-11
6OLE	P63173	ELECTRON MICROSCOPY	3.1	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OLF	P63173	ELECTRON MICROSCOPY	3.9	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OLG	P63173	ELECTRON MICROSCOPY	3.4	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OLI	P63173	ELECTRON MICROSCOPY	3.5	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OLZ	P63173	ELECTRON MICROSCOPY	3.9	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OM0	P63173	ELECTRON MICROSCOPY	3.1	2019-06-19	3	RCSB_DATA_API	2026-04-11
6OM7	P63173	ELECTRON MICROSCOPY	3.7	2019-06-19	3	RCSB_DATA_API	2026-04-11
6QZP	P63173	ELECTRON MICROSCOPY	2.9	2019-04-24	4	RCSB_DATA_API	2026-04-11
6SXO	P63173	ELECTRON MICROSCOPY	3.3	2020-02-19	0	RCSB_DATA_API	2026-04-11
6W6L	P63173	ELECTRON MICROSCOPY	3.84	2020-09-02	2	RCSB_DATA_API	2026-04-11
6XA1	P63173	ELECTRON MICROSCOPY	2.8	2020-10-07	4	RCSB_DATA_API	2026-04-11
6Y0G	P63173	ELECTRON MICROSCOPY	3.2	2020-04-15	3	RCSB_DATA_API	2026-04-11
6Y2L	P63173	ELECTRON MICROSCOPY	3	2020-04-15	3	RCSB_DATA_API	2026-04-11
6Y57	P63173	ELECTRON MICROSCOPY	3.5	2020-04-15	2	RCSB_DATA_API	2026-04-11
6Y6X	P63173	ELECTRON MICROSCOPY	2.8	2020-07-08	3	RCSB_DATA_API	2026-04-11
6Z6L	P63173	ELECTRON MICROSCOPY	3	2020-07-29	2	RCSB_DATA_API	2026-04-11
6Z6M	P63173	ELECTRON MICROSCOPY	3.1	2020-07-29	2	RCSB_DATA_API	2026-04-11
6Z6N	P63173	ELECTRON MICROSCOPY	2.9	2020-07-29	2	RCSB_DATA_API	2026-04-11
6ZM7	P63173	ELECTRON MICROSCOPY	2.7	2020-07-29	2	RCSB_DATA_API	2026-04-11
6ZME	P63173	ELECTRON MICROSCOPY	3	2020-08-12	4	RCSB_DATA_API	2026-04-11
6ZMI	P63173	ELECTRON MICROSCOPY	2.6	2020-08-19	2	RCSB_DATA_API	2026-04-11
6ZMO	P63173	ELECTRON MICROSCOPY	3.1	2020-08-19	2	RCSB_DATA_API	2026-04-11
7BHP	P63173	ELECTRON MICROSCOPY	3.3	2021-02-03	2	RCSB_DATA_API	2026-04-11
7F5S	P63173	ELECTRON MICROSCOPY	2.72	2022-06-22	2	RCSB_DATA_API	2026-04-11
7OW7	P63173	ELECTRON MICROSCOPY	2.4	2022-10-05	5	RCSB_DATA_API	2026-04-11
7XNX	P63173	ELECTRON MICROSCOPY	2.7	2023-04-05	3	RCSB_DATA_API	2026-04-11
7XNY	P63173	ELECTRON MICROSCOPY	2.5	2023-04-05	3	RCSB_DATA_API	2026-04-11
8A3D	P63173	ELECTRON MICROSCOPY	1.67	2023-03-08	7	RCSB_DATA_API	2026-04-11
8FKZ	P63173	ELECTRON MICROSCOPY	3.04	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FL2	P63173	ELECTRON MICROSCOPY	2.67	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL3	P63173	ELECTRON MICROSCOPY	2.53	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL4	P63173	ELECTRON MICROSCOPY	2.89	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL6	P63173	ELECTRON MICROSCOPY	2.62	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FL7	P63173	ELECTRON MICROSCOPY	2.55	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FL9	P63173	ELECTRON MICROSCOPY	2.75	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLA	P63173	ELECTRON MICROSCOPY	2.63	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLB	P63173	ELECTRON MICROSCOPY	2.55	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLC	P63173	ELECTRON MICROSCOPY	2.76	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLD	P63173	ELECTRON MICROSCOPY	2.58	2023-07-12	2	RCSB_DATA_API	2026-04-11
8FLE	P63173	ELECTRON MICROSCOPY	2.48	2023-07-12	2	RCSB_DATA_API	2026-04-11
8FLF	P63173	ELECTRON MICROSCOPY	2.65	2023-07-12	2	RCSB_DATA_API	2026-04-11
8G5Y	P63173	ELECTRON MICROSCOPY	2.29	2023-04-19	8	RCSB_DATA_API	2026-04-11
8G5Z	P63173	ELECTRON MICROSCOPY	2.64	2023-04-19	11	RCSB_DATA_API	2026-04-11
8G60	P63173	ELECTRON MICROSCOPY	2.54	2023-04-19	11	RCSB_DATA_API	2026-04-11
8G61	P63173	ELECTRON MICROSCOPY	2.94	2023-04-19	8	RCSB_DATA_API	2026-04-11
8G6J	P63173	ELECTRON MICROSCOPY	2.8	2023-04-19	11	RCSB_DATA_API	2026-04-11
8GLP	P63173	ELECTRON MICROSCOPY	1.67	2023-04-19	9	RCSB_DATA_API	2026-04-11
8IDT	P63173	ELECTRON MICROSCOPY	2.8	2023-08-09	4	RCSB_DATA_API	2026-04-11
8IDY	P63173	ELECTRON MICROSCOPY	3	2023-08-09	3	RCSB_DATA_API	2026-04-11
8IE3	P63173	ELECTRON MICROSCOPY	3.3	2023-08-09	0	RCSB_DATA_API	2026-04-11
8IFD	P63173	ELECTRON MICROSCOPY	2.59	2024-02-14	3	RCSB_DATA_API	2026-04-11
8IFE	P63173	ELECTRON MICROSCOPY	2.57	2024-02-14	3	RCSB_DATA_API	2026-04-11
8INE	P63173	ELECTRON MICROSCOPY	3.2	2023-08-09	3	RCSB_DATA_API	2026-04-11
8INF	P63173	ELECTRON MICROSCOPY	3	2023-08-09	3	RCSB_DATA_API	2026-04-11
8INK	P63173	ELECTRON MICROSCOPY	3.2	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IPD	P63173	ELECTRON MICROSCOPY	3.2	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IPX	P63173	ELECTRON MICROSCOPY	4.3	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IPY	P63173	ELECTRON MICROSCOPY	3.2	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IR1	P63173	ELECTRON MICROSCOPY	3.3	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IR3	P63173	ELECTRON MICROSCOPY	3.5	2023-08-09	2	RCSB_DATA_API	2026-04-11
8JDJ	P63173	ELECTRON MICROSCOPY	2.5	2023-12-06	2	RCSB_DATA_API	2026-04-11
8JDK	P63173	ELECTRON MICROSCOPY	2.26	2023-12-06	3	RCSB_DATA_API	2026-04-11
8JDL	P63173	ELECTRON MICROSCOPY	2.42	2023-12-06	3	RCSB_DATA_API	2026-04-11
8JDM	P63173	ELECTRON MICROSCOPY	2.67	2023-12-06	3	RCSB_DATA_API	2026-04-11
8K2C	P63173	ELECTRON MICROSCOPY	2.4	2024-07-10	3	RCSB_DATA_API	2026-04-11
8OHD	P63173	ELECTRON MICROSCOPY	3.1	2024-02-21	2	RCSB_DATA_API	2026-04-11
8OJ0	P63173	ELECTRON MICROSCOPY	3.3	2024-02-21	2	RCSB_DATA_API	2026-04-11
8OJ5	P63173	ELECTRON MICROSCOPY	2.9	2024-02-21	2	RCSB_DATA_API	2026-04-11
8OJ8	P63173	ELECTRON MICROSCOPY	3.3	2024-02-21	2	RCSB_DATA_API	2026-04-11
8ONY	P63173	ELECTRON MICROSCOPY	2.92	2024-02-21	1	RCSB_DATA_API	2026-04-11
8QFD	P63173	ELECTRON MICROSCOPY	2.2	2024-02-21	2	RCSB_DATA_API	2026-04-11
8QOI	P63173	ELECTRON MICROSCOPY	1.9	2024-06-12	4	RCSB_DATA_API	2026-04-11
8QYX	P63173	ELECTRON MICROSCOPY	1.78	2024-12-11	7	RCSB_DATA_API	2026-04-11
8RL2	P63173	ELECTRON MICROSCOPY	2.84	2025-01-15	4	RCSB_DATA_API	2026-04-11
8UKB	P63173	ELECTRON MICROSCOPY	3.05	2024-11-20	4	RCSB_DATA_API	2026-04-11
8XSX	P63173	ELECTRON MICROSCOPY	2.4	2024-07-10	4	RCSB_DATA_API	2026-04-11
8XSY	P63173	ELECTRON MICROSCOPY	3	2024-07-10	3	RCSB_DATA_API	2026-04-11
8XSZ	P63173	ELECTRON MICROSCOPY	3.2	2024-07-10	3	RCSB_DATA_API	2026-04-11
8Y0W	P63173	ELECTRON MICROSCOPY	3.4	2024-02-07	2	RCSB_DATA_API	2026-04-11
8Y0X	P63173	ELECTRON MICROSCOPY	3.3	2024-02-07	2	RCSB_DATA_API	2026-04-11
8YOO	P63173	ELECTRON MICROSCOPY	2	2024-07-10	3	RCSB_DATA_API	2026-04-11
8YOP	P63173	ELECTRON MICROSCOPY	2.2	2024-07-10	2	RCSB_DATA_API	2026-04-11
9C3H	P63173	ELECTRON MICROSCOPY	2	2024-12-04	4	RCSB_DATA_API	2026-04-11
9FPZ	P63173	ELECTRON MICROSCOPY	2.69	2024-07-03	2	RCSB_DATA_API	2026-04-11
9FQ0	P63173	ELECTRON MICROSCOPY	4.67	2024-07-03	1	RCSB_DATA_API	2026-04-11
9G8M	P63173	ELECTRON MICROSCOPY	3.3	2024-10-23	2	RCSB_DATA_API	2026-04-11
9GMO	P63173	ELECTRON MICROSCOPY	2.59	2024-10-02	6	RCSB_DATA_API	2026-04-11
1FQV	P63208	X-RAY DIFFRACTION	2.8	2000-11-29	0	RCSB_DATA_API	2026-04-11
1FS1	P63208	X-RAY DIFFRACTION	1.8	2000-11-29	0	RCSB_DATA_API	2026-04-11
1FS2	P63208	X-RAY DIFFRACTION	2.9	2000-11-29	0	RCSB_DATA_API	2026-04-11
1LDK	P63208	X-RAY DIFFRACTION	3.1	2002-05-08	1	RCSB_DATA_API	2026-04-11
1P22	P63208	X-RAY DIFFRACTION	2.95	2003-07-08	0	RCSB_DATA_API	2026-04-11
2ASS	P63208	X-RAY DIFFRACTION	3	2005-10-18	2	RCSB_DATA_API	2026-04-11
2AST	P63208	X-RAY DIFFRACTION	2.3	2005-10-18	1	RCSB_DATA_API	2026-04-11
2E31	P63208	X-RAY DIFFRACTION	2.4	2007-03-20	0	RCSB_DATA_API	2026-04-11
2E32	P63208	X-RAY DIFFRACTION	3.52	2007-03-20	0	RCSB_DATA_API	2026-04-11
2OVP	P63208	X-RAY DIFFRACTION	2.9	2007-04-24	0	RCSB_DATA_API	2026-04-11
2OVQ	P63208	X-RAY DIFFRACTION	2.6	2007-04-24	1	RCSB_DATA_API	2026-04-11
2OVR	P63208	X-RAY DIFFRACTION	2.5	2007-04-24	1	RCSB_DATA_API	2026-04-11
3L2O	P63208	X-RAY DIFFRACTION	2.8	2010-02-23	0	RCSB_DATA_API	2026-04-11
3WSO	P63208	X-RAY DIFFRACTION	2.6	2015-03-25	0	RCSB_DATA_API	2026-04-11
4I6J	P63208	X-RAY DIFFRACTION	2.7	2013-03-13	0	RCSB_DATA_API	2026-04-11
5IBK	P63208	X-RAY DIFFRACTION	2.503	2016-03-30	0	RCSB_DATA_API	2026-04-11
5JH5	P63208	X-RAY DIFFRACTION	2.55	2016-09-14	0	RCSB_DATA_API	2026-04-11
5K35	P63208	X-RAY DIFFRACTION	2.85	2017-01-25	0	RCSB_DATA_API	2026-04-11
5V4B	P63208	X-RAY DIFFRACTION	2.6	2017-09-20	2	RCSB_DATA_API	2026-04-11
5VZT	P63208	X-RAY DIFFRACTION	2.7	2018-01-17	3	RCSB_DATA_API	2026-04-11
5VZU	P63208	X-RAY DIFFRACTION	2.7	2018-01-17	2	RCSB_DATA_API	2026-04-11
5XYL	P63208	SOLUTION NMR		2018-07-11	0	RCSB_DATA_API	2026-04-11
6BVA	P63208	X-RAY DIFFRACTION	2.66	2018-07-18	0	RCSB_DATA_API	2026-04-11
6BYH	P63208	X-RAY DIFFRACTION	2.61	2018-07-18	0	RCSB_DATA_API	2026-04-11
6C16	P63208	X-RAY DIFFRACTION	3.27	2018-07-18	0	RCSB_DATA_API	2026-04-11
6M90	P63208	X-RAY DIFFRACTION	2.05	2019-04-03	2	RCSB_DATA_API	2026-04-11
6M91	P63208	X-RAY DIFFRACTION	2.4	2019-04-03	3	RCSB_DATA_API	2026-04-11
6M92	P63208	X-RAY DIFFRACTION	2.35	2019-04-03	2	RCSB_DATA_API	2026-04-11
6M93	P63208	X-RAY DIFFRACTION	2.5	2019-04-03	2	RCSB_DATA_API	2026-04-11
6M94	P63208	X-RAY DIFFRACTION	2.7	2019-04-03	2	RCSB_DATA_API	2026-04-11
6O60	P63208	X-RAY DIFFRACTION	2.503	2019-06-26	1	RCSB_DATA_API	2026-04-11
6TTU	P63208	ELECTRON MICROSCOPY	3.7	2020-02-12	1	RCSB_DATA_API	2026-04-11
6VCD	P63208	ELECTRON MICROSCOPY	3	2020-08-05	1	RCSB_DATA_API	2026-04-11
6W66	P63208	X-RAY DIFFRACTION	3.21	2020-08-19	0	RCSB_DATA_API	2026-04-11
6WCQ	P63208	ELECTRON MICROSCOPY	8.5	2020-08-19	0	RCSB_DATA_API	2026-04-11
6WNX	P63208	X-RAY DIFFRACTION	2.5	2020-05-06	2	RCSB_DATA_API	2026-04-11
7B5L	P63208	ELECTRON MICROSCOPY	3.8	2021-02-10	2	RCSB_DATA_API	2026-04-11
7B5M	P63208	ELECTRON MICROSCOPY	3.91	2021-02-17	1	RCSB_DATA_API	2026-04-11
7B5R	P63208	ELECTRON MICROSCOPY	3.8	2021-02-10	0	RCSB_DATA_API	2026-04-11
7T1Y	P63208	X-RAY DIFFRACTION	2.55	2022-02-16	1	RCSB_DATA_API	2026-04-11
7T1Z	P63208	X-RAY DIFFRACTION	2.77	2022-02-16	1	RCSB_DATA_API	2026-04-11
7Z8B	P63208	ELECTRON MICROSCOPY	2.8	2022-08-24	1	RCSB_DATA_API	2026-04-11
7Z8T	P63208	ELECTRON MICROSCOPY	3	2023-04-19	1	RCSB_DATA_API	2026-04-11
7Z8V	P63208	ELECTRON MICROSCOPY	2.7	2023-04-19	1	RCSB_DATA_API	2026-04-11
7ZBW	P63208	ELECTRON MICROSCOPY	3.5	2023-04-19	0	RCSB_DATA_API	2026-04-11
7ZBZ	P63208	ELECTRON MICROSCOPY	3.1	2023-04-19	1	RCSB_DATA_API	2026-04-11
8BYA	P63208	ELECTRON MICROSCOPY	3.38	2023-06-28	0	RCSB_DATA_API	2026-04-11
8BYL	P63208	ELECTRON MICROSCOPY	3.5	2023-06-28	0	RCSB_DATA_API	2026-04-11
8CDJ	P63208	ELECTRON MICROSCOPY	3.4	2023-04-19	0	RCSB_DATA_API	2026-04-11
8CDK	P63208	ELECTRON MICROSCOPY	3.32	2023-04-19	1	RCSB_DATA_API	2026-04-11
8OR0	P63208	ELECTRON MICROSCOPY	3.1	2023-06-28	1	RCSB_DATA_API	2026-04-11
8OR3	P63208	ELECTRON MICROSCOPY	2.9	2023-06-28	1	RCSB_DATA_API	2026-04-11
8OR4	P63208	ELECTRON MICROSCOPY	3.8	2023-06-28	0	RCSB_DATA_API	2026-04-11
8S7D	P63208	ELECTRON MICROSCOPY	3.2	2024-12-11	0	RCSB_DATA_API	2026-04-11
8S7E	P63208	ELECTRON MICROSCOPY	3.4	2024-12-11	0	RCSB_DATA_API	2026-04-11
8UA6	P63208	ELECTRON MICROSCOPY	3.9	2024-11-06	0	RCSB_DATA_API	2026-04-11
8UBT	P63208	ELECTRON MICROSCOPY	3.1	2024-11-06	0	RCSB_DATA_API	2026-04-11
8UBU	P63208	ELECTRON MICROSCOPY	4.6	2024-11-06	0	RCSB_DATA_API	2026-04-11
9CB3	P63208	ELECTRON MICROSCOPY	3.47	2025-02-12	0	RCSB_DATA_API	2026-04-11
9JKB	P63208	ELECTRON MICROSCOPY	3.93	2024-10-23	0	RCSB_DATA_API	2026-04-11
9KBD	P63208	ELECTRON MICROSCOPY	3.7	2025-02-19	0	RCSB_DATA_API	2026-04-11
9KBF	P63208	ELECTRON MICROSCOPY	3.74	2025-02-19	0	RCSB_DATA_API	2026-04-11
7L0P	P63211	ELECTRON MICROSCOPY	4.1	2021-01-06	0	RCSB_DATA_API	2026-04-11
7L0Q	P63211	ELECTRON MICROSCOPY	4.3	2021-01-06	0	RCSB_DATA_API	2026-04-11
7L0R	P63211	ELECTRON MICROSCOPY	4.2	2021-01-06	0	RCSB_DATA_API	2026-04-11
7L0S	P63211	ELECTRON MICROSCOPY	4.5	2021-01-06	0	RCSB_DATA_API	2026-04-11
4UG0	P63220	ELECTRON MICROSCOPY	3.6	2015-06-10	2	RCSB_DATA_API	2026-04-11
4V6X	P63220	ELECTRON MICROSCOPY	5	2014-07-09	0	RCSB_DATA_API	2026-04-11
5A2Q	P63220	ELECTRON MICROSCOPY	3.9	2015-07-15	2	RCSB_DATA_API	2026-04-11
5AJ0	P63220	ELECTRON MICROSCOPY	3.5	2015-05-20	2	RCSB_DATA_API	2026-04-11
5FLX	P63220	ELECTRON MICROSCOPY	3.9	2015-12-23	2	RCSB_DATA_API	2026-04-11
5LKS	P63220	ELECTRON MICROSCOPY	3.6	2017-04-26	3	RCSB_DATA_API	2026-04-11
5OA3	P63220	ELECTRON MICROSCOPY	4.2	2017-08-09	1	RCSB_DATA_API	2026-04-11
5T2C	P63220	ELECTRON MICROSCOPY	3.6	2017-01-25	0	RCSB_DATA_API	2026-04-11
5VYC	P63220	X-RAY DIFFRACTION	6	2017-07-19	1	RCSB_DATA_API	2026-04-11
6G18	P63220	ELECTRON MICROSCOPY	3.6	2018-06-06	1	RCSB_DATA_API	2026-04-11
6G4S	P63220	ELECTRON MICROSCOPY	4	2018-06-06	0	RCSB_DATA_API	2026-04-11
6G51	P63220	ELECTRON MICROSCOPY	4.1	2018-06-06	0	RCSB_DATA_API	2026-04-11
6G53	P63220	ELECTRON MICROSCOPY	4.5	2018-06-06	0	RCSB_DATA_API	2026-04-11
6G5H	P63220	ELECTRON MICROSCOPY	3.6	2018-06-06	1	RCSB_DATA_API	2026-04-11
